logMstll,integral
8.525602560256025697e+00,1.433179032027478983e-02
8.526002600260026654e+00,1.432771351255560273e-02
8.526402640264025834e+00,1.432363728337346896e-02
8.526802680268026791e+00,1.431956163272835210e-02
8.527202720272027747e+00,1.431548656062027122e-02
8.527602760276026927e+00,1.431141206704924194e-02
8.528002800280027884e+00,1.430733815201522784e-02
8.528402840284028841e+00,1.430326481551825318e-02
8.528802880288028021e+00,1.429919205755833013e-02
8.529202920292028978e+00,1.429511987813542225e-02
8.529602960296029934e+00,1.429104827724955035e-02
8.530003000300030891e+00,1.428697725490071270e-02
8.530403040304030071e+00,1.428290681108892839e-02
8.530803080308031028e+00,1.427883694581415924e-02
8.531203120312031984e+00,1.427476765907642955e-02
8.531603160316031165e+00,1.427069895087574973e-02
8.532003200320032121e+00,1.426663082121208855e-02
8.532403240324033078e+00,1.426256327008545988e-02
8.532803280328032258e+00,1.425849629749588454e-02
8.533203320332033215e+00,1.425442990344332785e-02
8.533603360336034171e+00,1.425036408792780367e-02
8.534003400340033352e+00,1.424629885094933629e-02
8.534403440344034308e+00,1.424223419250788061e-02
8.534803480348035265e+00,1.423817011260346439e-02
8.535203520352034445e+00,1.423410661123610151e-02
8.535603560356035402e+00,1.423004368840575205e-02
8.536003600360036359e+00,1.422598134411243859e-02
8.536403640364035539e+00,1.422191957835618019e-02
8.536803680368036495e+00,1.421785839113693523e-02
8.537203720372037452e+00,1.421379778245472798e-02
8.537603760376038409e+00,1.420973775230955499e-02
8.538003800380037589e+00,1.420567830070143360e-02
8.538403840384038546e+00,1.420161942763033258e-02
8.538803880388039502e+00,1.419756113309626408e-02
8.539203920392038683e+00,1.419350341709925065e-02
8.539603960396039639e+00,1.418944627963925065e-02
8.540004000400040596e+00,1.418538972071628837e-02
8.540404040404039776e+00,1.418133374033037769e-02
8.540804080408040733e+00,1.417727833848148565e-02
8.541204120412041689e+00,1.417322351516962613e-02
8.541604160416040870e+00,1.416916927039481994e-02
8.542004200420041826e+00,1.416511560415703239e-02
8.542404240424042783e+00,1.416106251645627735e-02
8.542804280428041963e+00,1.415701000729257739e-02
8.543204320432042920e+00,1.415295807666589259e-02
8.543604360436043876e+00,1.414890672457624551e-02
8.544004400440044833e+00,1.414485595102363095e-02
8.544404440444044013e+00,1.414080575600806973e-02
8.544804480448044970e+00,1.413675613952952714e-02
8.545204520452045927e+00,1.413270710158801881e-02
8.545604560456045107e+00,1.412865864218356207e-02
8.546004600460046063e+00,1.412461076131612224e-02
8.546404640464047020e+00,1.412056345898572013e-02
8.546804680468046200e+00,1.411651673519236788e-02
8.547204720472047157e+00,1.411247058993603427e-02
8.547604760476048114e+00,1.410842502321673492e-02
8.548004800480047294e+00,1.410438003503448716e-02
8.548404840484048250e+00,1.410033562538925977e-02
8.548804880488049207e+00,1.409629179428106491e-02
8.549204920492048387e+00,1.409224854170992511e-02
8.549604960496049344e+00,1.408820586767580048e-02
8.550005000500050301e+00,1.408416377217871183e-02
8.550405040504051257e+00,1.408012225521865571e-02
8.550805080508050438e+00,1.407608131679565291e-02
8.551205120512051394e+00,1.407204095690966876e-02
8.551605160516052351e+00,1.406800117556072059e-02
8.552005200520051531e+00,1.406396197274882402e-02
8.552405240524052488e+00,1.405992334847394262e-02
8.552805280528053444e+00,1.405588530273610068e-02
8.553205320532052625e+00,1.405184783553530686e-02
8.553605360536053581e+00,1.404781094687153169e-02
8.554005400540054538e+00,1.404377463674479076e-02
8.554405440544053718e+00,1.403973890515510491e-02
8.554805480548054675e+00,1.403570375210243595e-02
8.555205520552055631e+00,1.403166917758680125e-02
8.555605560556054812e+00,1.402763518160821815e-02
8.556005600560055768e+00,1.402360176416665369e-02
8.556405640564056725e+00,1.401956892526212174e-02
8.556805680568057682e+00,1.401553666489462752e-02
8.557205720572056862e+00,1.401150498306418489e-02
8.557605760576057818e+00,1.400747387977076090e-02
8.558005800580058775e+00,1.400344335501436943e-02
8.558405840584057955e+00,1.399941340879503129e-02
8.558805880588058912e+00,1.399538404111271526e-02
8.559205920592059869e+00,1.399135525196742655e-02
8.559605960596059049e+00,1.398732704135919463e-02
8.560006000600060005e+00,1.398329940928797789e-02
8.560406040604060962e+00,1.397927235575379887e-02
8.560806080608060142e+00,1.397524588075666971e-02
8.561206120612061099e+00,1.397121998429655919e-02
8.561606160616062056e+00,1.396719466637348292e-02
8.562006200620061236e+00,1.396316992698745998e-02
8.562406240624062193e+00,1.395914576613845569e-02
8.562806280628063149e+00,1.395512218382648217e-02
8.563206320632062329e+00,1.395109918005156720e-02
8.563606360636063286e+00,1.394707675481366566e-02
8.564006400640064243e+00,1.394305490811280010e-02
8.564406440644065199e+00,1.393903363994897053e-02
8.564806480648064380e+00,1.393501295032219256e-02
8.565206520652065336e+00,1.393099283923243149e-02
8.565606560656066293e+00,1.392697330667970121e-02
8.566006600660065473e+00,1.392295435266403120e-02
8.566406640664066430e+00,1.391893597718537115e-02
8.566806680668067386e+00,1.391491818024375229e-02
8.567206720672066567e+00,1.391090096183918330e-02
8.567606760676067523e+00,1.390688432197163121e-02
8.568006800680068480e+00,1.390286826064111858e-02
8.568406840684067660e+00,1.389885277784765234e-02
8.568806880688068617e+00,1.389483787359120648e-02
8.569206920692069573e+00,1.389082354787179487e-02
8.569606960696068754e+00,1.388680980068943485e-02
8.570007000700069710e+00,1.388279663204409521e-02
8.570407040704070667e+00,1.387878404193578635e-02
8.570807080708071624e+00,1.387477203036451695e-02
8.571207120712070804e+00,1.387076059733029741e-02
8.571607160716071760e+00,1.386674974283309478e-02
8.572007200720072717e+00,1.386273946687292639e-02
8.572407240724071897e+00,1.385872976944981481e-02
8.572807280728072854e+00,1.385472065056371840e-02
8.573207320732073811e+00,1.385071211021465451e-02
8.573607360736072991e+00,1.384670414840264568e-02
8.574007400740073948e+00,1.384269676512765376e-02
8.574407440744074904e+00,1.383868996038969609e-02
8.574807480748074084e+00,1.383468373418879523e-02
8.575207520752075041e+00,1.383067808652490432e-02
8.575607560756075998e+00,1.382667301739805461e-02
8.576007600760075178e+00,1.382266852680825477e-02
8.576407640764076135e+00,1.381866461475547356e-02
8.576807680768077091e+00,1.381466128123972487e-02
8.577207720772078048e+00,1.381065852626101216e-02
8.577607760776077228e+00,1.380665634981935279e-02
8.578007800780078185e+00,1.380265475191470859e-02
8.578407840784079141e+00,1.379865373254710384e-02
8.578807880788078322e+00,1.379465329171654722e-02
8.579207920792079278e+00,1.379065342942300924e-02
8.579607960796080235e+00,1.378665414566650725e-02
8.580008000800079415e+00,1.378265544044705686e-02
8.580408040804080372e+00,1.377865731376462510e-02
8.580808080808081328e+00,1.377465976561922760e-02
8.581208120812080509e+00,1.377066279601088170e-02
8.581608160816081465e+00,1.376666640493955616e-02
8.582008200820082422e+00,1.376267059240526142e-02
8.582408240824081602e+00,1.375867535840802000e-02
8.582808280828082559e+00,1.375468070294779722e-02
8.583208320832083515e+00,1.375068662602461043e-02
8.583608360836084472e+00,1.374669312763845616e-02
8.584008400840083652e+00,1.374270020778935522e-02
8.584408440844084609e+00,1.373870786647727119e-02
8.584808480848085566e+00,1.373471610370222487e-02
8.585208520852084746e+00,1.373072491946422842e-02
8.585608560856085703e+00,1.372673431376324887e-02
8.586008600860086659e+00,1.372274428659930705e-02
8.586408640864085839e+00,1.371875483797241509e-02
8.586808680868086796e+00,1.371476596788254350e-02
8.587208720872087753e+00,1.371077767632970269e-02
8.587608760876086933e+00,1.370678996331391869e-02
8.588008800880087890e+00,1.370280282883514986e-02
8.588408840884088846e+00,1.369881627289341527e-02
8.588808880888088026e+00,1.369483029548873403e-02
8.589208920892088983e+00,1.369084489662106968e-02
8.589608960896089940e+00,1.368686007629044306e-02
8.590009000900089120e+00,1.368287583449686630e-02
8.590409040904090077e+00,1.367889217124030644e-02
8.590809080908091033e+00,1.367490908652078258e-02
8.591209120912091990e+00,1.367092658033829469e-02
8.591609160916091170e+00,1.366694465269285841e-02
8.592009200920092127e+00,1.366296330358443903e-02
8.592409240924093083e+00,1.365898253301305390e-02
8.592809280928092264e+00,1.365500234097872211e-02
8.593209320932093220e+00,1.365102272748140895e-02
8.593609360936094177e+00,1.364704369252113178e-02
8.594009400940093357e+00,1.364306523609790447e-02
8.594409440944094314e+00,1.363908735821169407e-02
8.594809480948095270e+00,1.363511005886252139e-02
8.595209520952094451e+00,1.363113333805039684e-02
8.595609560956095407e+00,1.362715719577529613e-02
8.596009600960096364e+00,1.362318163203722447e-02
8.596409640964095544e+00,1.361920664683620788e-02
8.596809680968096501e+00,1.361523224017220646e-02
8.597209720972097458e+00,1.361125841204524275e-02
8.597609760976098414e+00,1.360728516245531157e-02
8.598009800980097594e+00,1.360331249140243545e-02
8.598409840984098551e+00,1.359934039888657971e-02
8.598809880988099508e+00,1.359536888490775128e-02
8.599209920992098688e+00,1.359139794946597965e-02
8.599609960996099645e+00,1.358742759256122319e-02
8.600010001000100601e+00,1.358345781419350445e-02
8.600410041004099782e+00,1.357948861436283558e-02
8.600810081008100738e+00,1.357551999306918708e-02
8.601210121012101695e+00,1.357155195031257283e-02
8.601610161016100875e+00,1.356758448609300845e-02
8.602010201020101832e+00,1.356361760041046617e-02
8.602410241024102788e+00,1.355965129326495468e-02
8.602810281028101969e+00,1.355568556465649652e-02
8.603210321032102925e+00,1.355172041458505526e-02
8.603610361036103882e+00,1.354775584305064999e-02
8.604010401040104838e+00,1.354379185005328071e-02
8.604410441044104019e+00,1.353982843559296302e-02
8.604810481048104975e+00,1.353586559966966224e-02
8.605210521052105932e+00,1.353190334228339745e-02
8.605610561056105112e+00,1.352794166343418425e-02
8.606010601060106069e+00,1.352398056312198969e-02
8.606410641064107025e+00,1.352002004134682765e-02
8.606810681068106206e+00,1.351606009810872068e-02
8.607210721072107162e+00,1.351210073340762714e-02
8.607610761076108119e+00,1.350814194724357480e-02
8.608010801080107299e+00,1.350418373961656884e-02
8.608410841084108256e+00,1.350022611052658326e-02
8.608810881088109213e+00,1.349626905997363367e-02
8.609210921092108393e+00,1.349231258795773394e-02
8.609610961096109349e+00,1.348835669447885459e-02
8.610011001100110306e+00,1.348440137953700602e-02
8.610411041104111263e+00,1.348044664313219863e-02
8.610811081108110443e+00,1.347649248526443765e-02
8.611211121112111400e+00,1.347253890593369703e-02
8.611611161116112356e+00,1.346858590513999067e-02
8.612011201120111537e+00,1.346463348288333590e-02
8.612411241124112493e+00,1.346068163916370151e-02
8.612811281128113450e+00,1.345673037398110138e-02
8.613211321132112630e+00,1.345277968733555110e-02
8.613611361136113587e+00,1.344882957922701947e-02
8.614011401140114543e+00,1.344488004965552208e-02
8.614411441144113724e+00,1.344093109862107976e-02
8.614811481148114680e+00,1.343698272612365088e-02
8.615211521152115637e+00,1.343303493216326146e-02
8.615611561156114817e+00,1.342908771673992016e-02
8.616011601160115774e+00,1.342514107985360097e-02
8.616411641164116730e+00,1.342119502150431257e-02
8.616811681168117687e+00,1.341724954169206188e-02
8.617211721172116867e+00,1.341330464041686106e-02
8.617611761176117824e+00,1.340936031767867888e-02
8.618011801180118781e+00,1.340541657347753268e-02
8.618411841184117961e+00,1.340147340781343809e-02
8.618811881188118917e+00,1.339753082068636039e-02
8.619211921192119874e+00,1.339358881209632042e-02
8.619611961196119054e+00,1.338964738204332858e-02
8.620012001200120011e+00,1.338570653052735884e-02
8.620412041204120968e+00,1.338176625754841816e-02
8.620812081208120148e+00,1.337782656310653774e-02
8.621212121212121104e+00,1.337388744720166729e-02
8.621612161216122061e+00,1.336994890983383630e-02
8.622012201220121241e+00,1.336601095100305864e-02
8.622412241224122198e+00,1.336207357070929268e-02
8.622812281228123155e+00,1.335813676895256791e-02
8.623212321232124111e+00,1.335420054573287219e-02
8.623612361236123292e+00,1.335026490105023500e-02
8.624012401240124248e+00,1.334632983490461125e-02
8.624412441244125205e+00,1.334239534729602349e-02
8.624812481248124385e+00,1.333846143822448906e-02
8.625212521252125342e+00,1.333452810768996979e-02
8.625612561256126298e+00,1.333059535569248999e-02
8.626012601260125479e+00,1.332666318223205831e-02
8.626412641264126435e+00,1.332273158730864528e-02
8.626812681268127392e+00,1.331880057092226649e-02
8.627212721272126572e+00,1.331487013307294104e-02
8.627612761276127529e+00,1.331094027376063423e-02
8.628012801280128485e+00,1.330701099298535993e-02
8.628412841284127666e+00,1.330308229074714070e-02
8.628812881288128622e+00,1.329915416704593664e-02
8.629212921292129579e+00,1.329522662188176857e-02
8.629612961296128759e+00,1.329129965525465557e-02
8.630013001300129716e+00,1.328737326716455426e-02
8.630413041304130672e+00,1.328344745761149241e-02
8.630813081308131629e+00,1.327952222659546308e-02
8.631213121312130809e+00,1.327559757411648708e-02
8.631613161316131766e+00,1.327167350017452972e-02
8.632013201320132723e+00,1.326775000476960488e-02
8.632413241324131903e+00,1.326382708790173511e-02
8.632813281328132859e+00,1.325990474957087877e-02
8.633213321332133816e+00,1.325598298977706188e-02
8.633613361336132996e+00,1.325206180852029660e-02
8.634013401340133953e+00,1.324814120580054648e-02
8.634413441344134910e+00,1.324422118161783408e-02
8.634813481348134090e+00,1.324030173597217155e-02
8.635213521352135047e+00,1.323638286886352940e-02
8.635613561356136003e+00,1.323246458029191976e-02
8.636013601360135183e+00,1.322854687025736345e-02
8.636413641364136140e+00,1.322462973875982231e-02
8.636813681368137097e+00,1.322071318579931890e-02
8.637213721372138053e+00,1.321679721137584973e-02
8.637613761376137234e+00,1.321288181548943390e-02
8.638013801380138190e+00,1.320896699814003671e-02
8.638413841384139147e+00,1.320505275932766856e-02
8.638813881388138327e+00,1.320113909905235895e-02
8.639213921392139284e+00,1.319722601731406451e-02
8.639613961396140240e+00,1.319331351411280606e-02
8.640014001400139421e+00,1.318940158944859747e-02
8.640414041404140377e+00,1.318549024332140752e-02
8.640814081408141334e+00,1.318157947573125530e-02
8.641214121412140514e+00,1.317766928667815293e-02
8.641614161416141471e+00,1.317375967616206747e-02
8.642014201420142427e+00,1.316985064418301973e-02
8.642414241424141608e+00,1.316594219074102012e-02
8.642814281428142564e+00,1.316203431583604262e-02
8.643214321432143521e+00,1.315812701946809590e-02
8.643614361436144478e+00,1.315422030163718864e-02
8.644014401440143658e+00,1.315031416234332777e-02
8.644414441444144614e+00,1.314640860158649074e-02
8.644814481448145571e+00,1.314250361936668450e-02
8.645214521452144751e+00,1.313859921568393159e-02
8.645614561456145708e+00,1.313469539053819732e-02
8.646014601460146665e+00,1.313079214392949556e-02
8.646414641464145845e+00,1.312688947585784888e-02
8.646814681468146802e+00,1.312298738632321909e-02
8.647214721472147758e+00,1.311908587532562356e-02
8.647614761476146938e+00,1.311518494286508137e-02
8.648014801480147895e+00,1.311128458894155607e-02
8.648414841484148852e+00,1.310738481355506677e-02
8.648814881488148032e+00,1.310348561670562732e-02
8.649214921492148989e+00,1.309958699839320825e-02
8.649614961496149945e+00,1.309568895861782170e-02
8.650015001500150902e+00,1.309179149737946940e-02
8.650415041504150082e+00,1.308789461467817217e-02
8.650815081508151039e+00,1.308399831051389184e-02
8.651215121512151995e+00,1.308010258488664750e-02
8.651615161516151176e+00,1.307620743779645302e-02
8.652015201520152132e+00,1.307231286924327718e-02
8.652415241524153089e+00,1.306841887922713732e-02
8.652815281528152269e+00,1.306452546774804907e-02
8.653215321532153226e+00,1.306063263480597772e-02
8.653615361536154182e+00,1.305674038040094062e-02
8.654015401540153363e+00,1.305284870453295859e-02
8.654415441544154319e+00,1.304895760720199173e-02
8.654815481548155276e+00,1.304506708840806259e-02
8.655215521552154456e+00,1.304117714815118331e-02
8.655615561556155413e+00,1.303728778643132094e-02
8.656015601560156369e+00,1.303339900324849455e-02
8.656415641564155550e+00,1.302951079860272150e-02
8.656815681568156506e+00,1.302562317249396535e-02
8.657215721572157463e+00,1.302173612492224519e-02
8.657615761576158420e+00,1.301784965588755755e-02
8.658015801580157600e+00,1.301396376538992671e-02
8.658415841584158557e+00,1.301007845342930583e-02
8.658815881588159513e+00,1.300619372000572788e-02
8.659215921592158693e+00,1.300230956511919805e-02
8.659615961596159650e+00,1.299842598876968687e-02
8.660016001600160607e+00,1.299454299095720820e-02
8.660416041604159787e+00,1.299066057168178460e-02
8.660816081608160744e+00,1.298677873094337791e-02
8.661216121612161700e+00,1.298289746874200547e-02
8.661616161616160880e+00,1.297901678507768809e-02
8.662016201620161837e+00,1.297513667995038415e-02
8.662416241624162794e+00,1.297125715336011793e-02
8.662816281628161974e+00,1.296737820530690505e-02
8.663216321632162931e+00,1.296349983579070560e-02
8.663616361636163887e+00,1.295962204481154734e-02
8.664016401640164844e+00,1.295574483236941812e-02
8.664416441644164024e+00,1.295186819846434224e-02
8.664816481648164981e+00,1.294799214309628674e-02
8.665216521652165937e+00,1.294411666626526375e-02
8.665616561656165118e+00,1.294024176797129409e-02
8.666016601660166074e+00,1.293636744821433961e-02
8.666416641664167031e+00,1.293249370699442458e-02
8.666816681668166211e+00,1.292862054431155767e-02
8.667216721672167168e+00,1.292474796016571288e-02
8.667616761676168124e+00,1.292087595455689887e-02
8.668016801680167305e+00,1.291700452748513819e-02
8.668416841684168261e+00,1.291313367895039615e-02
8.668816881688169218e+00,1.290926340895268663e-02
8.669216921692168398e+00,1.290539371749203391e-02
8.669616961696169355e+00,1.290152460456839636e-02
8.670017001700170312e+00,1.289765607018179307e-02
8.670417041704171268e+00,1.289378811433222749e-02
8.670817081708170448e+00,1.288992073701970831e-02
8.671217121712171405e+00,1.288605393824421123e-02
8.671617161716172362e+00,1.288218771800574841e-02
8.672017201720171542e+00,1.287832207630433892e-02
8.672417241724172499e+00,1.287445701313994634e-02
8.672817281728173455e+00,1.287059252851258627e-02
8.673217321732172636e+00,1.286672862242228127e-02
8.673617361736173592e+00,1.286286529486899317e-02
8.674017401740174549e+00,1.285900254585274106e-02
8.674417441744173729e+00,1.285514037537353882e-02
8.674817481748174686e+00,1.285127878343135521e-02
8.675217521752175642e+00,1.284741777002620759e-02
8.675617561756174823e+00,1.284355733515811157e-02
8.676017601760175779e+00,1.283969747882703245e-02
8.676417641764176736e+00,1.283583820103298932e-02
8.676817681768177692e+00,1.283197950177598218e-02
8.677217721772176873e+00,1.282812138105602490e-02
8.677617761776177829e+00,1.282426383887308625e-02
8.678017801780178786e+00,1.282040687522718360e-02
8.678417841784177966e+00,1.281655049011833081e-02
8.678817881788178923e+00,1.281269468354649839e-02
8.679217921792179880e+00,1.280883945551169849e-02
8.679617961796179060e+00,1.280498480601395365e-02
8.680018001800180016e+00,1.280113073505322226e-02
8.680418041804180973e+00,1.279727724262952858e-02
8.680818081808180153e+00,1.279342432874288650e-02
8.681218121812181110e+00,1.278957199339326480e-02
8.681618161816182067e+00,1.278572023658067561e-02
8.682018201820181247e+00,1.278186905830513628e-02
8.682418241824182203e+00,1.277801845856661907e-02
8.682818281828183160e+00,1.277416843736513437e-02
8.683218321832182340e+00,1.277031899470070300e-02
8.683618361836183297e+00,1.276647013057328681e-02
8.684018401840184254e+00,1.276262184498291007e-02
8.684418441844185210e+00,1.275877413792956411e-02
8.684818481848184391e+00,1.275492700941327148e-02
8.685218521852185347e+00,1.275108045943400097e-02
8.685618561856186304e+00,1.274723448799175950e-02
8.686018601860185484e+00,1.274338909508657136e-02
8.686418641864186441e+00,1.273954428071840186e-02
8.686818681868187397e+00,1.273570004488726835e-02
8.687218721872186578e+00,1.273185638759318644e-02
8.687618761876187534e+00,1.272801330883611970e-02
8.688018801880188491e+00,1.272417080861609241e-02
8.688418841884187671e+00,1.272032888693311152e-02
8.688818881888188628e+00,1.271648754378715447e-02
8.689218921892189584e+00,1.271264677917822820e-02
8.689618961896188765e+00,1.270880659310635527e-02
8.690019001900189721e+00,1.270496698557150098e-02
8.690419041904190678e+00,1.270112795657368093e-02
8.690819081908191635e+00,1.269728950611289688e-02
8.691219121912190815e+00,1.269345163418916268e-02
8.691619161916191771e+00,1.268961434080244886e-02
8.692019201920192728e+00,1.268577762595276756e-02
8.692419241924191908e+00,1.268194148964013959e-02
8.692819281928192865e+00,1.267810593186453026e-02
8.693219321932193822e+00,1.267427095262595171e-02
8.693619361936193002e+00,1.267043655192443170e-02
8.694019401940193958e+00,1.266660272975992686e-02
8.694419441944194915e+00,1.266276948613245454e-02
8.694819481948194095e+00,1.265893682104203728e-02
8.695219521952195052e+00,1.265510473448863693e-02
8.695619561956196009e+00,1.265127322647227083e-02
8.696019601960195189e+00,1.264744229699295633e-02
8.696419641964196146e+00,1.264361194605066220e-02
8.696819681968197102e+00,1.263978217364540059e-02
8.697219721972198059e+00,1.263595297977717496e-02
8.697619761976197239e+00,1.263212436444600267e-02
8.698019801980198196e+00,1.262829632765184555e-02
8.698419841984199152e+00,1.262446886939472442e-02
8.698819881988198333e+00,1.262064198967465488e-02
8.699219921992199289e+00,1.261681568849160572e-02
8.699619961996200246e+00,1.261298996584559080e-02
8.700020002000199426e+00,1.260916482173662576e-02
8.700420042004200383e+00,1.260534025616467935e-02
8.700820082008201339e+00,1.260151626912976719e-02
8.701220122012200520e+00,1.259769286063191010e-02
8.701620162016201476e+00,1.259387003067106818e-02
8.702020202020202433e+00,1.259004777924726051e-02
8.702420242024201613e+00,1.258622610636050791e-02
8.702820282028202570e+00,1.258240501201077048e-02
8.703220322032203526e+00,1.257858449619807251e-02
8.703620362036204483e+00,1.257476455892240184e-02
8.704020402040203663e+00,1.257094520018378798e-02
8.704420442044204620e+00,1.256712641998219276e-02
8.704820482048205577e+00,1.256330821831763006e-02
8.705220522052204757e+00,1.255949059519012069e-02
8.705620562056205713e+00,1.255567355059962996e-02
8.706020602060206670e+00,1.255185708454617348e-02
8.706420642064205850e+00,1.254804119702976860e-02
8.706820682068206807e+00,1.254422588805038236e-02
8.707220722072207764e+00,1.254041115760803037e-02
8.707620762076206944e+00,1.253659700570272997e-02
8.708020802080207901e+00,1.253278343233444822e-02
8.708420842084208857e+00,1.252897043750319898e-02
8.708820882088208037e+00,1.252515802120900655e-02
8.709220922092208994e+00,1.252134618345182755e-02
8.709620962096209951e+00,1.251753492423168801e-02
8.710021002100209131e+00,1.251372424354859486e-02
8.710421042104210088e+00,1.250991414140252556e-02
8.710821082108211044e+00,1.250610461779348703e-02
8.711221122112212001e+00,1.250229567272148450e-02
8.711621162116211181e+00,1.249848730618653529e-02
8.712021202120212138e+00,1.249467951818860299e-02
8.712421242124213094e+00,1.249087230872770495e-02
8.712821282128212275e+00,1.248706567780386023e-02
8.713221322132213231e+00,1.248325962541703069e-02
8.713621362136214188e+00,1.247945415156724060e-02
8.714021402140213368e+00,1.247564925625449864e-02
8.714421442144214325e+00,1.247184493947877532e-02
8.714821482148215281e+00,1.246804120124008972e-02
8.715221522152214462e+00,1.246423804153845225e-02
8.715621562156215418e+00,1.246043546037383515e-02
8.716021602160216375e+00,1.245663345774625230e-02
8.716421642164215555e+00,1.245283203365572279e-02
8.716821682168216512e+00,1.244903118810221018e-02
8.717221722172217468e+00,1.244523092108573009e-02
8.717621762176218425e+00,1.244143123260628946e-02
8.718021802180217605e+00,1.243763212266389695e-02
8.718421842184218562e+00,1.243383359125852308e-02
8.718821882188219519e+00,1.243003563839018347e-02
8.719221922192218699e+00,1.242623826405890065e-02
8.719621962196219656e+00,1.242244146826462954e-02
8.720022002200220612e+00,1.241864525100739788e-02
8.720422042204219792e+00,1.241484961228721436e-02
8.720822082208220749e+00,1.241105455210405467e-02
8.721222122212221706e+00,1.240726007045792577e-02
8.721622162216220886e+00,1.240346616734884846e-02
8.722022202220221843e+00,1.239967284277678980e-02
8.722422242224222799e+00,1.239588009674176886e-02
8.722822282228221979e+00,1.239208792924379604e-02
8.723222322232222936e+00,1.238829634028283840e-02
8.723622362236223893e+00,1.238450532985892194e-02
8.724022402240224849e+00,1.238071489797203800e-02
8.724422442244224030e+00,1.237692504462220566e-02
8.724822482248224986e+00,1.237313576980939370e-02
8.725222522252225943e+00,1.236934707353361425e-02
8.725622562256225123e+00,1.236555895579488813e-02
8.726022602260226080e+00,1.236177141659317892e-02
8.726422642264227036e+00,1.235798445592850396e-02
8.726822682268226217e+00,1.235419807380088407e-02
8.727222722272227173e+00,1.235041227021027761e-02
8.727622762276228130e+00,1.234662704515670888e-02
8.728022802280227310e+00,1.234284239864019174e-02
8.728422842284228267e+00,1.233905833066069151e-02
8.728822882288229223e+00,1.233527484121823073e-02
8.729222922292228404e+00,1.233149193031281635e-02
8.729622962296229360e+00,1.232770959794442060e-02
8.730023002300230317e+00,1.232392784411306258e-02
8.730423042304231274e+00,1.232014666881873881e-02
8.730823082308230454e+00,1.231636607206146664e-02
8.731223122312231411e+00,1.231258605384121137e-02
8.731623162316232367e+00,1.230880661415799208e-02
8.732023202320231547e+00,1.230502775301182440e-02
8.732423242324232504e+00,1.230124947040267709e-02
