logMstll,integral
8.550805080508050438e+00,1.488180514795081101e-02
8.551205120512051394e+00,1.487761801829277745e-02
8.551605160516052351e+00,1.487343147351971422e-02
8.552005200520051531e+00,1.486924551363164038e-02
8.552405240524052488e+00,1.486506013862851951e-02
8.552805280528053444e+00,1.486087534851037069e-02
8.553205320532052625e+00,1.485669114327720954e-02
8.553605360536053581e+00,1.485250752292900482e-02
8.554005400540054538e+00,1.484832448746576695e-02
8.554405440544053718e+00,1.484414203688752369e-02
8.554805480548054675e+00,1.483996017119422993e-02
8.555205520552055631e+00,1.483577889038590822e-02
8.555605560556054812e+00,1.483159819446257591e-02
8.556005600560055768e+00,1.482741808342419483e-02
8.556405640564056725e+00,1.482323855727078407e-02
8.556805680568057682e+00,1.481905961600234710e-02
8.557205720572056862e+00,1.481488125961889953e-02
8.557605760576057818e+00,1.481070348812040319e-02
8.558005800580058775e+00,1.480652630150687890e-02
8.558405840584057955e+00,1.480234969977834401e-02
8.558805880588058912e+00,1.479817368293476210e-02
8.559205920592059869e+00,1.479399825097615050e-02
8.559605960596059049e+00,1.478982340390252830e-02
8.560006000600060005e+00,1.478564914171386080e-02
8.560406040604060962e+00,1.478147546441016535e-02
8.560806080608060142e+00,1.477730237199145757e-02
8.561206120612061099e+00,1.477312986445770103e-02
8.561606160616062056e+00,1.476895794180891654e-02
8.562006200620061236e+00,1.476478660404512144e-02
8.562406240624062193e+00,1.476061585116627932e-02
8.562806280628063149e+00,1.475644568317240925e-02
8.563206320632062329e+00,1.475227610006352684e-02
8.563606360636063286e+00,1.474810710183959914e-02
8.564006400640064243e+00,1.474393868850064175e-02
8.564406440644065199e+00,1.473977086004665642e-02
8.564806480648064380e+00,1.473560361647766048e-02
8.565206520652065336e+00,1.473143695779361752e-02
8.565606560656066293e+00,1.472727088399454314e-02
8.566006600660065473e+00,1.472310539508045989e-02
8.566406640664066430e+00,1.471894049105133134e-02
8.566806680668067386e+00,1.471477617190717312e-02
8.567206720672066567e+00,1.471061243764800082e-02
8.567606760676067523e+00,1.470644928827378496e-02
8.568006800680068480e+00,1.470228672378453769e-02
8.568406840684067660e+00,1.469812474418028155e-02
8.568806880688068617e+00,1.469396334946097837e-02
8.569206920692069573e+00,1.468980253962664552e-02
8.569606960696068754e+00,1.468564231467730380e-02
8.570007000700069710e+00,1.468148267461291331e-02
8.570407040704070667e+00,1.467732361943349488e-02
8.570807080708071624e+00,1.467316514913904850e-02
8.571207120712070804e+00,1.466900726372958805e-02
8.571607160716071760e+00,1.466484996320508230e-02
8.572007200720072717e+00,1.466069324756554861e-02
8.572407240724071897e+00,1.465653711681100431e-02
8.572807280728072854e+00,1.465238157094141125e-02
8.573207320732073811e+00,1.464822660995679024e-02
8.573607360736072991e+00,1.464407223385716036e-02
8.574007400740073948e+00,1.463991844264248172e-02
8.574407440744074904e+00,1.463576523631277340e-02
8.574807480748074084e+00,1.463161261486805795e-02
8.575207520752075041e+00,1.462746057830829026e-02
8.575607560756075998e+00,1.462330912663349636e-02
8.576007600760075178e+00,1.461915825984369532e-02
8.576407640764076135e+00,1.461500797793884032e-02
8.576807680768077091e+00,1.461085828091896084e-02
8.577207720772078048e+00,1.460670916878405168e-02
8.577607760776077228e+00,1.460256064153413365e-02
8.578007800780078185e+00,1.459841269916916512e-02
8.578407840784079141e+00,1.459426534168916864e-02
8.578807880788078322e+00,1.459011856909416156e-02
8.579207920792079278e+00,1.458597238138410745e-02
8.579607960796080235e+00,1.458182677855902540e-02
8.580008000800079415e+00,1.457768176061893274e-02
8.580408040804080372e+00,1.457353732756379305e-02
8.580808080808081328e+00,1.456939347939362368e-02
8.581208120812080509e+00,1.456525021610844718e-02
8.581608160816081465e+00,1.456110753770821845e-02
8.582008200820082422e+00,1.455696544419296176e-02
8.582408240824081602e+00,1.455282393556269621e-02
8.582808280828082559e+00,1.454868301181738363e-02
8.583208320832083515e+00,1.454454267295703963e-02
8.583608360836084472e+00,1.454040291898166942e-02
8.584008400840083652e+00,1.453626374989128861e-02
8.584408440844084609e+00,1.453212516568585730e-02
8.584808480848085566e+00,1.452798716636540151e-02
8.585208520852084746e+00,1.452384975192993338e-02
8.585608560856085703e+00,1.451971292237941823e-02
8.586008600860086659e+00,1.451557667771387339e-02
8.586408640864085839e+00,1.451144101793331795e-02
8.586808680868086796e+00,1.450730594303771721e-02
8.587208720872087753e+00,1.450317145302708506e-02
8.587608760876086933e+00,1.449903754790144404e-02
8.588008800880087890e+00,1.449490422766075599e-02
8.588408840884088846e+00,1.449077149230503826e-02
8.588808880888088026e+00,1.448663934183430993e-02
8.589208920892088983e+00,1.448250777624853457e-02
8.589608960896089940e+00,1.447837679554773299e-02
8.590009000900089120e+00,1.447424639973191735e-02
8.590409040904090077e+00,1.447011658880105640e-02
8.590809080908091033e+00,1.446598736275516578e-02
8.591209120912091990e+00,1.446185872159424721e-02
8.591609160916091170e+00,1.445773066531831630e-02
8.592009200920092127e+00,1.445360319392733836e-02
8.592409240924093083e+00,1.444947630742133247e-02
8.592809280928092264e+00,1.444535000580031599e-02
8.593209320932093220e+00,1.444122428906425247e-02
8.593609360936094177e+00,1.443709915721315927e-02
8.594009400940093357e+00,1.443297461024705894e-02
8.594409440944094314e+00,1.442885064816590811e-02
8.594809480948095270e+00,1.442472727096972759e-02
8.595209520952094451e+00,1.442060447865853648e-02
8.595609560956095407e+00,1.441648227123230354e-02
8.596009600960096364e+00,1.441236064869103745e-02
8.596409640964095544e+00,1.440823961103476075e-02
8.596809680968096501e+00,1.440411915826343703e-02
8.597209720972097458e+00,1.439999929037708536e-02
8.597609760976098414e+00,1.439588000737570227e-02
8.598009800980097594e+00,1.439176130925931205e-02
8.598409840984098551e+00,1.438764319602787306e-02
8.598809880988099508e+00,1.438352566768140613e-02
8.599209920992098688e+00,1.437940872421993033e-02
8.599609960996099645e+00,1.437529236564340576e-02
8.600010001000100601e+00,1.437117659195184978e-02
8.600410041004099782e+00,1.436706140314528493e-02
8.600810081008100738e+00,1.436294679922367305e-02
8.601210121012101695e+00,1.435883278018703323e-02
8.601610161016100875e+00,1.435471934603538106e-02
8.602010201020101832e+00,1.435060649676868361e-02
8.602410241024102788e+00,1.434649423238695647e-02
8.602810281028101969e+00,1.434238255289021872e-02
8.603210321032102925e+00,1.433827145827843222e-02
8.603610361036103882e+00,1.433416094855161950e-02
8.604010401040104838e+00,1.433005102370977710e-02
8.604410441044104019e+00,1.432594168375292409e-02
8.604810481048104975e+00,1.432183292868102059e-02
8.605210521052105932e+00,1.431772475849409434e-02
8.605610561056105112e+00,1.431361717319215576e-02
8.606010601060106069e+00,1.430951017277516842e-02
8.606410641064107025e+00,1.430540375724315139e-02
8.606810681068106206e+00,1.430129792659612549e-02
8.607210721072107162e+00,1.429719268083405256e-02
8.607610761076108119e+00,1.429308801995694996e-02
8.608010801080107299e+00,1.428898394396483848e-02
8.608410841084108256e+00,1.428488045285767824e-02
8.608810881088109213e+00,1.428077754663549005e-02
8.609210921092108393e+00,1.427667522529828779e-02
8.609610961096109349e+00,1.427257348884604024e-02
8.610011001100110306e+00,1.426847233727876821e-02
8.610411041104111263e+00,1.426437177059646129e-02
8.610811081108110443e+00,1.426027178879914724e-02
8.611211121112111400e+00,1.425617239188678616e-02
8.611611161116112356e+00,1.425207357985939539e-02
8.612011201120111537e+00,1.424797535271699229e-02
8.612411241124112493e+00,1.424387771045954390e-02
8.612811281128113450e+00,1.423978065308706756e-02
8.613211321132112630e+00,1.423568418059958061e-02
8.613611361136113587e+00,1.423158829299704144e-02
8.614011401140114543e+00,1.422749299027947952e-02
8.614411441144113724e+00,1.422339827244690526e-02
8.614811481148114680e+00,1.421930413949928397e-02
8.615211521152115637e+00,1.421521059143663300e-02
8.615611561156114817e+00,1.421111762825897316e-02
8.616011601160115774e+00,1.420702524996626283e-02
8.616411641164116730e+00,1.420293345655852454e-02
8.616811681168117687e+00,1.419884224803576005e-02
8.617211721172116867e+00,1.419475162439798495e-02
8.617611761176117824e+00,1.419066158564515935e-02
8.618011801180118781e+00,1.418657213177730754e-02
8.618411841184117961e+00,1.418248326279444513e-02
8.618811881188118917e+00,1.417839497869653569e-02
8.619211921192119874e+00,1.417430727948359483e-02
8.619611961196119054e+00,1.417022016515564684e-02
8.620012001200120011e+00,1.416613363571264834e-02
8.620412041204120968e+00,1.416204769115462364e-02
8.620812081208120148e+00,1.415796233148158834e-02
8.621212121212121104e+00,1.415387755669350427e-02
8.621612161216122061e+00,1.414979336679039051e-02
8.622012201220121241e+00,1.414570976177226963e-02
8.622412241224122198e+00,1.414162674163909825e-02
8.622812281228123155e+00,1.413754430639089892e-02
8.623212321232124111e+00,1.413346245602767164e-02
8.623612361236123292e+00,1.412938119054943549e-02
8.624012401240124248e+00,1.412530050995614885e-02
8.624412441244125205e+00,1.412122041424783425e-02
8.624812481248124385e+00,1.411714090342451079e-02
8.625212521252125342e+00,1.411306197748613857e-02
8.625612561256126298e+00,1.410898363643273840e-02
8.626012601260125479e+00,1.410490588026432589e-02
8.626412641264126435e+00,1.410082870898086808e-02
8.626812681268127392e+00,1.409675212258238060e-02
8.627212721272126572e+00,1.409267612106888251e-02
8.627612761276127529e+00,1.408860070444033739e-02
8.628012801280128485e+00,1.408452587269676259e-02
8.628412841284127666e+00,1.408045162583817893e-02
8.628812881288128622e+00,1.407637796386454650e-02
8.629212921292129579e+00,1.407230488677588785e-02
8.629612961296128759e+00,1.406823239457221514e-02
8.630013001300129716e+00,1.406416048725349713e-02
8.630413041304130672e+00,1.406008916481975117e-02
8.630813081308131629e+00,1.405601842727097379e-02
8.631213121312130809e+00,1.405194827460718929e-02
8.631613161316131766e+00,1.404787870682835255e-02
8.632013201320132723e+00,1.404380972393449306e-02
8.632413241324131903e+00,1.403974132592561777e-02
8.632813281328132859e+00,1.403567351280169719e-02
8.633213321332133816e+00,1.403160628456275039e-02
8.633613361336132996e+00,1.402753964120878952e-02
8.634013401340133953e+00,1.402347358273978509e-02
8.634413441344134910e+00,1.401940810915574924e-02
8.634813481348134090e+00,1.401534322045670106e-02
8.635213521352135047e+00,1.401127891664260584e-02
8.635613561356136003e+00,1.400721519771348442e-02
8.636013601360135183e+00,1.400315206366935412e-02
8.636413641364136140e+00,1.399908951451017333e-02
8.636813681368137097e+00,1.399502755023596459e-02
8.637213721372138053e+00,1.399096617084672964e-02
8.637613761376137234e+00,1.398690537634247888e-02
8.638013801380138190e+00,1.398284516672318283e-02
8.638413841384139147e+00,1.397878554198886056e-02
8.638813881388138327e+00,1.397472650213952422e-02
8.639213921392139284e+00,1.397066804717514606e-02
8.639613961396140240e+00,1.396661017709573301e-02
8.640014001400139421e+00,1.396255289190131282e-02
8.640414041404140377e+00,1.395849619159184214e-02
8.640814081408141334e+00,1.395444007616734525e-02
8.641214121412140514e+00,1.395038454562783775e-02
8.641614161416141471e+00,1.394632959997328323e-02
8.642014201420142427e+00,1.394227523920369728e-02
8.642414241424141608e+00,1.393822146331910421e-02
8.642814281428142564e+00,1.393416827231946237e-02
8.643214321432143521e+00,1.393011566620479258e-02
8.643614361436144478e+00,1.392606364497509484e-02
8.644014401440143658e+00,1.392201220863038477e-02
8.644414441444144614e+00,1.391796135717062767e-02
8.644814481448145571e+00,1.391391109059584262e-02
8.645214521452144751e+00,1.390986140890604524e-02
8.645614561456145708e+00,1.390581231210120082e-02
8.646014601460146665e+00,1.390176380018132846e-02
8.646414641464145845e+00,1.389771587314644723e-02
8.646814681468146802e+00,1.389366853099651723e-02
8.647214721472147758e+00,1.388962177373155756e-02
8.647614761476146938e+00,1.388557560135158728e-02
8.648014801480147895e+00,1.388153001385657170e-02
8.648414841484148852e+00,1.387748501124652471e-02
8.648814881488148032e+00,1.387344059352146712e-02
8.649214921492148989e+00,1.386939676068136597e-02
8.649614961496149945e+00,1.386535351272623513e-02
8.650015001500150902e+00,1.386131084965607288e-02
8.650415041504150082e+00,1.385726877147090350e-02
8.650815081508151039e+00,1.385322727817068361e-02
8.651215121512151995e+00,1.384918636975543405e-02
8.651615161516151176e+00,1.384514604622517735e-02
8.652015201520152132e+00,1.384110630757987362e-02
8.652415241524153089e+00,1.383706715381953847e-02
8.652815281528152269e+00,1.383302858494419446e-02
8.653215321532153226e+00,1.382899060095380342e-02
8.653615361536154182e+00,1.382495320184838096e-02
8.654015401540153363e+00,1.382091638762794963e-02
8.654415441544154319e+00,1.381688015829247128e-02
8.654815481548155276e+00,1.381284451384196497e-02
8.655215521552154456e+00,1.380880945427644634e-02
8.655615561556155413e+00,1.380477497959588414e-02
8.656015601560156369e+00,1.380074108980028705e-02
8.656415641564155550e+00,1.379670778488968630e-02
8.656815681568156506e+00,1.379267506486403158e-02
8.657215721572157463e+00,1.378864292972335412e-02
8.657615761576158420e+00,1.378461137946764350e-02
8.658015801580157600e+00,1.378058041409692402e-02
8.658415841584158557e+00,1.377655003361115925e-02
8.658815881588159513e+00,1.377252023801036306e-02
8.659215921592158693e+00,1.376849102729455453e-02
8.659615961596159650e+00,1.376446240146370070e-02
8.660016001600160607e+00,1.376043436051782066e-02
8.660416041604159787e+00,1.375640690445692482e-02
8.660816081608160744e+00,1.375238003328098542e-02
8.661216121612161700e+00,1.374835374699001807e-02
8.661616161616160880e+00,1.374432804558403838e-02
8.662016201620161837e+00,1.374030292906301166e-02
8.662416241624162794e+00,1.373627839742695700e-02
8.662816281628161974e+00,1.373225445067588826e-02
8.663216321632162931e+00,1.372823108880977597e-02
8.663616361636163887e+00,1.372420831182863399e-02
8.664016401640164844e+00,1.372018611973246580e-02
8.664416441644164024e+00,1.371616451252128180e-02
8.664816481648164981e+00,1.371214349019505251e-02
8.665216521652165937e+00,1.370812305275379527e-02
8.665616561656165118e+00,1.370410320019752916e-02
8.666016601660166074e+00,1.370008393252621255e-02
8.666416641664167031e+00,1.369606524973986800e-02
8.666816681668166211e+00,1.369204715183851284e-02
8.667216721672167168e+00,1.368802963882211239e-02
8.667616761676168124e+00,1.368401271069068226e-02
8.668016801680167305e+00,1.367999636744424326e-02
8.668416841684168261e+00,1.367598060908275376e-02
8.668816881688169218e+00,1.367196543560623631e-02
8.669216921692168398e+00,1.366795084701470826e-02
8.669616961696169355e+00,1.366393684330813492e-02
8.670017001700170312e+00,1.365992342448653016e-02
8.670417041704171268e+00,1.365591059054989745e-02
8.670817081708170448e+00,1.365189834149825587e-02
8.671217121712171405e+00,1.364788667733156553e-02
8.671617161716172362e+00,1.364387559804984551e-02
8.672017201720171542e+00,1.363986510365311662e-02
8.672417241724172499e+00,1.363585519414133897e-02
8.672817281728173455e+00,1.363184586951453336e-02
8.673217321732172636e+00,1.362783712977271890e-02
8.673617361736173592e+00,1.362382897491585566e-02
8.674017401740174549e+00,1.361982140494396275e-02
8.674417441744173729e+00,1.361581441985705923e-02
8.674817481748174686e+00,1.361180801965510868e-02
8.675217521752175642e+00,1.360780220433813019e-02
8.675617561756174823e+00,1.360379697390613936e-02
8.676017601760175779e+00,1.359979232835910323e-02
8.676417641764176736e+00,1.359578826769703916e-02
8.676817681768177692e+00,1.359178479191994540e-02
8.677217721772176873e+00,1.358778190102783931e-02
8.677617761776177829e+00,1.358377959502068966e-02
8.678017801780178786e+00,1.357977787389850859e-02
8.678417841784177966e+00,1.357577673766131691e-02
8.678817881788178923e+00,1.357177618630907995e-02
8.679217921792179880e+00,1.356777621984181156e-02
8.679617961796179060e+00,1.356377683825953431e-02
8.680018001800180016e+00,1.355977804156220830e-02
8.680418041804180973e+00,1.355577982974985607e-02
8.680818081808180153e+00,1.355178220282248977e-02
8.681218121812181110e+00,1.354778516078007818e-02
8.681618161816182067e+00,1.354378870362263863e-02
8.682018201820181247e+00,1.353979283135018676e-02
8.682418241824182203e+00,1.353579754396268785e-02
8.682818281828183160e+00,1.353180284146016273e-02
8.683218321832182340e+00,1.352780872384262353e-02
8.683618361836183297e+00,1.352381519111003905e-02
8.684018401840184254e+00,1.351982224326242661e-02
8.684418441844185210e+00,1.351582988029978623e-02
8.684818481848184391e+00,1.351183810222213004e-02
8.685218521852185347e+00,1.350784690902942856e-02
8.685618561856186304e+00,1.350385630072170259e-02
8.686018601860185484e+00,1.349986627729896256e-02
8.686418641864186441e+00,1.349587683876117550e-02
8.686818681868187397e+00,1.349188798510835702e-02
8.687218721872186578e+00,1.348789971634053488e-02
8.687618761876187534e+00,1.348391203245765876e-02
8.688018801880188491e+00,1.347992493345975817e-02
8.688418841884187671e+00,1.347593841934684525e-02
8.688818881888188628e+00,1.347195249011888529e-02
8.689218921892189584e+00,1.346796714577589565e-02
8.689618961896188765e+00,1.346398238631789888e-02
8.690019001900189721e+00,1.345999821174485162e-02
8.690419041904190678e+00,1.345601462205677640e-02
8.690819081908191635e+00,1.345203161725367323e-02
8.691219121912190815e+00,1.344804919733555773e-02
8.691619161916191771e+00,1.344406736230239693e-02
8.692019201920192728e+00,1.344008611215420472e-02
8.692419241924191908e+00,1.343610544689100364e-02
8.692819281928192865e+00,1.343212536651275553e-02
8.693219321932193822e+00,1.342814587101947774e-02
8.693619361936193002e+00,1.342416696041119108e-02
8.694019401940193958e+00,1.342018863468785739e-02
8.694419441944194915e+00,1.341621089384949055e-02
8.694819481948194095e+00,1.341223373789611831e-02
8.695219521952195052e+00,1.340825716682769730e-02
8.695619561956196009e+00,1.340428118064424488e-02
8.696019601960195189e+00,1.340030577934578533e-02
8.696419641964196146e+00,1.339633096293227875e-02
8.696819681968197102e+00,1.339235673140374075e-02
8.697219721972198059e+00,1.338838308476017307e-02
8.697619761976197239e+00,1.338441002300159825e-02
8.698019801980198196e+00,1.338043754612797641e-02
8.698419841984199152e+00,1.337646565413932141e-02
8.698819881988198333e+00,1.337249434703565755e-02
8.699219921992199289e+00,1.336852362481694839e-02
8.699619961996200246e+00,1.336455348748321129e-02
8.700020002000199426e+00,1.336058393503445837e-02
8.700420042004200383e+00,1.335661496747066364e-02
8.700820082008201339e+00,1.335264658479183922e-02
8.701220122012200520e+00,1.334867878699800420e-02
8.701620162016201476e+00,1.334471157408911694e-02
8.702020202020202433e+00,1.334074494606520694e-02
8.702420242024201613e+00,1.333677890292628461e-02
8.702820282028202570e+00,1.333281344467231525e-02
8.703220322032203526e+00,1.332884857130331793e-02
8.703620362036204483e+00,1.332488428281928920e-02
8.704020402040203663e+00,1.332092057922024987e-02
8.704420442044204620e+00,1.331695746050616871e-02
8.704820482048205577e+00,1.331299492667705441e-02
8.705220522052204757e+00,1.330903297773292776e-02
8.705620562056205713e+00,1.330507161367375582e-02
8.706020602060206670e+00,1.330111083449955593e-02
8.706420642064205850e+00,1.329715064021034544e-02
8.706820682068206807e+00,1.329319103080608445e-02
8.707220722072207764e+00,1.328923200628680072e-02
8.707620762076206944e+00,1.328527356665250118e-02
8.708020802080207901e+00,1.328131571190315635e-02
8.708420842084208857e+00,1.327735844203878357e-02
8.708820882088208037e+00,1.327340175705939845e-02
8.709220922092208994e+00,1.326944565696496631e-02
8.709620962096209951e+00,1.326549014175550795e-02
8.710021002100209131e+00,1.326153521143103725e-02
8.710421042104210088e+00,1.325758086599151779e-02
8.710821082108211044e+00,1.325362710543697038e-02
8.711221122112212001e+00,1.324967392976739849e-02
8.711621162116211181e+00,1.324572133898280907e-02
8.712021202120212138e+00,1.324176933308317435e-02
8.712421242124213094e+00,1.323781791206851688e-02
8.712821282128212275e+00,1.323386707593884187e-02
8.713221322132213231e+00,1.322991682469411984e-02
8.713621362136214188e+00,1.322596715833437159e-02
8.714021402140213368e+00,1.322201807685961447e-02
8.714421442144214325e+00,1.321806958026980686e-02
8.714821482148215281e+00,1.321412166856497129e-02
8.715221522152214462e+00,1.321017434174512686e-02
8.715621562156215418e+00,1.320622759981023193e-02
8.716021602160216375e+00,1.320228144276030906e-02
8.716421642164215555e+00,1.319833587059537731e-02
8.716821682168216512e+00,1.319439088331539854e-02
8.717221722172217468e+00,1.319044648092039008e-02
8.717621762176218425e+00,1.318650266341035021e-02
8.718021802180217605e+00,1.318255943078530494e-02
8.718421842184218562e+00,1.317861678304520917e-02
8.718821882188219519e+00,1.317467472019008545e-02
8.719221922192218699e+00,1.317073324221995113e-02
8.719621962196219656e+00,1.316679234913477152e-02
8.720022002200220612e+00,1.316285204093455702e-02
8.720422042204219792e+00,1.315891231761933886e-02
8.720822082208220749e+00,1.315497317918907019e-02
8.721222122212221706e+00,1.315103462564377185e-02
8.721622162216220886e+00,1.314709665698346464e-02
8.722022202220221843e+00,1.314315927320811039e-02
8.722422242224222799e+00,1.313922247431772820e-02
8.722822282228221979e+00,1.313528626031233021e-02
8.723222322232222936e+00,1.313135063119189039e-02
8.723622362236223893e+00,1.312741558695642262e-02
8.724022402240224849e+00,1.312348112760592170e-02
8.724422442244224030e+00,1.311954725314041018e-02
8.724822482248224986e+00,1.311561396355985683e-02
8.725222522252225943e+00,1.311168125886427033e-02
8.725622562256225123e+00,1.310774913905367149e-02
8.726022602260226080e+00,1.310381760412803256e-02
8.726422642264227036e+00,1.309988665408735875e-02
8.726822682268226217e+00,1.309595628893167607e-02
8.727222722272227173e+00,1.309202650866094463e-02
8.727622762276228130e+00,1.308809731327518870e-02
8.728022802280227310e+00,1.308416870277441697e-02
8.728422842284228267e+00,1.308024067715859995e-02
8.728822882288229223e+00,1.307631323642775671e-02
8.729222922292228404e+00,1.307238638058189940e-02
8.729622962296229360e+00,1.306846010962099680e-02
8.730023002300230317e+00,1.306453442354506451e-02
8.730423042304231274e+00,1.306060932235410602e-02
8.730823082308230454e+00,1.305668480604813345e-02
8.731223122312231411e+00,1.305276087462711385e-02
8.731623162316232367e+00,1.304883752809106803e-02
8.732023202320231547e+00,1.304491476644000988e-02
8.732423242324232504e+00,1.304099258967390297e-02
